EA,363,10397,1039702,30397,ATL,Atlanta, GA,GA,34,1524901,35249,TLH,FL,12
EA,369,10868,1086801,30868,CAE,Columbia, SC,SC,37,1039702,30397,ATL,GA,13
EA,379,13198,1319801,33198,MCI,Kansas City, MO,MO,64,1039702,30397,ATL,GA,13
EA,390,10397,1039702,30397,ATL,Atlanta, GA,GA,34,1169701,32467,FLL,FL,12
EA,395,10397,1039702,30397,ATL,Atlanta, GA,GA,34,1463501,31714,RSW,FL,12
EA,410,12892,1289201,32575,LAX,Los Angeles, CA,CA,91,1410001,34100,PHL,PA,42
EA,426,14492,1449201,34492,RDU,Raleigh/Durham, NC,NC,36,1393101,33667,ORF,VA,51
EA,436,14730,1473001,33044,SDF,Louisville, KY,KY,52,1233901,32337,IND,IN,18
EA,446,14193,1419301,33728,PNS,Pensacola, FL,FL,33,1039702,30397,ATL,GA,13
EA,450,14635,1463501,31714,RSW,Fort Myers, FL,FL,33,1245101,31136,JAX,FL,12
EA,457,13930,1393001,30977,ORD,Chicago, IL,IL,41,1039702,30397,ATL,GA,13
EA,465,13303,1330302,32467,MIA,Miami, FL,FL,33,1162401,31624,EYW,FL,12
EA,474,13360,1336001,33360,MLB,Melbourne, FL,FL,33,1320401,31454,MCO,FL,12
EA,483,10397,1039702,30397,ATL,Atlanta, GA,GA,34,1330302,32467,MIA,FL,12
EA,495,10397,1039702,30397,ATL,Atlanta, GA,GA,34,1330302,32467,MIA,FL,12
EA,500,14771,1477101,32457,SFO,San Francisco, CA,CA,91,1330302,32467,MIA,FL,12
EA,505,13303,1330302,32467,MIA,Miami, FL,FL,33,1289201,32575,LAX,CA,06
EA,512,12892,1289201,32575,LAX,Los Angeles, CA,CA,91,1330302,32467,MIA,FL,12
EA,519,13303,1330302,32467,MIA,Miami, FL,FL,33,1289201,32575,LAX,CA,06
EA,523,10397,1039702,30397,ATL,Atlanta, GA,GA,34,1349501,33495,MSY,LA,22
EA,529,11995,1199501,31995,GSO,Greensboro/High Point, NC,NC,36,1039702,30397,ATL,GA,13
EA,533,13303,1330302,32467,MIA,Miami, FL,FL,33,1289201,32575,LAX,CA,06
EA,540,10397,1039702,30397,ATL,Atlanta, GA,GA,34,1199601,31871,GSP,SC,45
EA,545,10397,1039702,30397,ATL,Atlanta, GA,GA,34,1463501,31714,RSW,FL,12
EA,548,10397,1039702,30397,ATL,Atlanta, GA,GA,34,1226401,30852,IAD,VA,51
EA,552,13303,1330302,32467,MIA,Miami, FL,FL,33,1349501,33495,MSY,LA,22
EA,556,14685,1468501,34685,SAV,Savannah, GA,GA,34,1099401,30994,CHS,SC,45
EA,562,10397,1039702,30397,ATL,Atlanta, GA,GA,34,1452401,34524,RIC,VA,51
EA,565,12953,1295301,31703,LGA,New York, NY,NY,22,1449201,34492,RDU,NC,37
EA,569,14524,1452401,34524,RIC,Richmond, VA,VA,38,1039702,30397,ATL,GA,13
EA,574,10397,1039702,30397,ATL,Atlanta, GA,GA,34,1099401,30994,CHS,SC,45
EA,577,14524,1452401,34524,RIC,Richmond, VA,VA,38,1449201,34492,RDU,NC,37
EA,586,10397,1039702,30397,ATL,Atlanta, GA,GA,34,1199601,31871,GSP,SC,45
EA,589,13931,1393101,33667,ORF,Norfolk, VA,VA,38,1039702,30397,ATL,GA,13
EA,597,14524,1452401,34524,RIC,Richmond, VA,VA,38,1039702,30397,ATL,GA,13
EA,603,10397,1039702,30397,ATL,Atlanta, GA,GA,34,1125201,31252,DAB,FL,12
EA,606,13204,1320401,31454,MCO,Orlando, FL,FL,33,1072101,30721,BOS,MA,25
EA,612,14986,1498601,34986,SRQ,Sarasota/Bradenton, FL,FL,33,1039702,30397,ATL,GA,13
EA,618,14771,1477101,32457,SFO,San Francisco, CA,CA,91,1289201,32575,LAX,CA,06
EA,623,10721,1072101,30721,BOS,Boston, MA,MA,13,1127801,30852,DCA,VA,51
EA,627,13931,1393101,33667,ORF,Norfolk, VA,VA,38,1039702,30397,ATL,GA,13
EA,632,13204,1320401,31454,MCO,Orlando, FL,FL,33,1039702,30397,ATL,GA,13
EA,638,13495,1349501,33495,MSY,New Orleans, LA,LA,72,1039702,30397,ATL,GA,13
EA,644,10397,1039702,30397,ATL,Atlanta, GA,GA,34,1072101,30721,BOS,MA,25
EA,649,13487,1348701,31650,MSP,Minneapolis, MN,MN,63,1039702,30397,ATL,GA,13
EA,653,11995,1199501,31995,GSO,Greensboro/High Point, NC,NC,36,1039702,30397,ATL,GA,13
EA,656,10599,1059901,30599,BHM,Birmingham, AL,AL,51,1039702,30397,ATL,GA,13
EA,662,13204,1320401,31454,MCO,Orlando, FL,FL,33,1330302,32467,MIA,FL,12
EA,665,12264,1226401,30852,IAD,Washington, DC,VA,38,1039702,30397,ATL,GA,13
EA,671,10397,1039702,30397,ATL,Atlanta, GA,GA,34,1245101,31136,JAX,FL,12
EA,678,11953,1195301,31953,GNV,Gainesville, FL,FL,33,1039702,30397,ATL,GA,13
EA,684,10397,1039702,30397,ATL,Atlanta, GA,GA,34,1087401,30647,CAK,OH,39
EA,693,12339,1233901,32337,IND,Indianapolis, IN,IN,42,1039702,30397,ATL,GA,13
EA,697,14100,1410001,34100,PHL,Philadelphia, PA,PA,23,1463501,31714,RSW,FL,12
EA,707,10792,1079202,30792,BUF,Buffalo, NY,NY,22,1039702,30397,ATL,GA,13
EA,715,12953,1295301,31703,LGA,New York, NY,NY,22,1169701,32467,FLL,FL,12
EA,722,13204,1320401,31454,MCO,Orlando, FL,FL,33,1247801,31703,JFK,NY,36
EA,731,10135,1013501,30135,ABE,Allentown/Bethlehem/Easton, PA,PA,23,1039702,30397,ATL,GA,13
EA,735,10397,1039702,30397,ATL,Atlanta, GA,GA,34,1349501,33495,MSY,LA,22
EA,742,11697,1169701,32467,FLL,Fort Lauderdale, FL,FL,33,1161801,31703,EWR,NJ,34
EA,752,10135,1013501,30135,ABE,Allentown/Bethlehem/Easton, PA,PA,23,1043401,30434,AVP,PA,42
EA,757,11697,1169701,32467,FLL,Fort Lauderdale, FL,FL,33,1330302,32467,MIA,FL,12
EA,762,13495,1349501,33495,MSY,New Orleans, LA,LA,72,1039702,30397,ATL,GA,13
EA,767,10397,1039702,30397,ATL,Atlanta, GA,GA,34,1342201,30562,MOB,AL,01
EA,773,10529,1052902,30529,BDL,Hartford, CT,CT,11,1320401,31454,MCO,FL,12
EA,777,10397,1039702,30397,ATL,Atlanta, GA,GA,34,1410701,30466,PHX,AZ,04
EA,782,10397,1039702,30397,ATL,Atlanta, GA,GA,34,1104201,30647,CLE,OH,39
EA,788,10397,1039702,30397,ATL,Atlanta, GA,GA,34,1334202,33342,MKE,WI,55
EA,793,10397,1039702,30397,ATL,Atlanta, GA,GA,34,1199501,31995,GSO,NC,37
EA,799,13487,1348701,31650,MSP,Minneapolis, MN,MN,63,1039702,30397,ATL,GA,13
EA,809,14100,1410001,34100,PHL,Philadelphia, PA,PA,23,1082102,30852,BWI,MD,24
EA,822,10397,1039702,30397,ATL,Atlanta, GA,GA,34,1129201,30325,DEN,CO,08
EA,830,13303,1330302,32467,MIA,Miami, FL,FL,33,1039702,30397,ATL,GA,13
EA,836,13204,1320401,31454,MCO,Orlando, FL,FL,33,1410001,34100,PHL,PA,42
EA,840,13204,1320401,31454,MCO,Orlando, FL,FL,33,1295301,31703,LGA,NY,36
EA,847,12953,1295301,31703,LGA,New York, NY,NY,22,1530401,33195,TPA,FL,12
EA,854,10397,1039702,30397,ATL,Atlanta, GA,GA,34,1127801,30852,DCA,VA,51
EA,861,12478,1247801,31703,JFK,New York, NY,NY,22,1320401,31454,MCO,FL,12
EA,868,10397,1039702,30397,ATL,Atlanta, GA,GA,34,1129201,30325,DEN,CO,08
EA,873,11618,1161801,31703,EWR,Newark, NJ,NJ,21,1402701,34027,PBI,FL,12
EA,878,13204,1320401,31454,MCO,Orlando, FL,FL,33,1127801,30852,DCA,VA,51
EA,885,14307,1430701,30721,PVD,Providence, RI,RI,15,1320401,31454,MCO,FL,12
EA,895,12953,1295301,31703,LGA,New York, NY,NY,22,1402701,34027,PBI,FL,12
EA,906,13204,1320401,31454,MCO,Orlando, FL,FL,33,1430701,30721,PVD,RI,44
EA,919,12478,1247801,31703,JFK,New York, NY,NY,22,1484301,34819,SJU,?,?
EA,928,14843,1484301,34819,SJU,San Juan, Puerto Rico,?,268,1247801,31703,JFK,NY,36
EA,933,15096,1509601,35096,SYR,Syracuse, NY,NY,22,1410001,34100,PHL,PA,42
EA,940,14843,1484301,34819,SJU,San Juan, Puerto Rico,?,268,1410001,34100,PHL,PA,42
EA,947,10821,1082102,30852,BWI,Baltimore, MD,MD,35,1484301,34819,SJU,?,?
EA,954,10397,1039702,30397,ATL,Atlanta, GA,GA,34,1393001,30977,ORD,IL,17
EA,968,11618,1161801,31703,EWR,Newark, NJ,NJ,21,1072101,30721,BOS,MA,25
EA,973,12953,1295301,31703,LGA,New York, NY,NY,22,1039702,30397,ATL,GA,13
EA,990,15024,1502402,34945,STT,Charlotte Amalie, Virgin Islands,?,283,1502701,34992,STX,?,?
EA,996,15027,1502701,34992,STX,Christiansted, Virgin Islands,?,283,1330302,32467,MIA,FL,12
EA,1030,12953,1295301,31703,LGA,New York, NY,NY,22,1072101,30721,BOS,MA,25
EA,1060,12953,1295301,31703,LGA,New York, NY,NY,22,1072101,30721,BOS,MA,25
EA,1091,10721,1072101,30721,BOS,Boston, MA,MA,13,1295301,31703,LGA,NY,36
EA,1130,12953,1295301,31703,LGA,New York, NY,NY,22,1072101,30721,BOS,MA,25
EA,1171,10721,1072101,30721,BOS,Boston, MA,MA,13,1295301,31703,LGA,NY,36
EA,1430,11278,1127801,30852,DCA,Washington, DC,VA,38,1295301,31703,LGA,NY,36
EA,1461,12953,1295301,31703,LGA,New York, NY,NY,22,1127801,30852,DCA,VA,51
EA,1491,12953,1295301,31703,LGA,New York, NY,NY,22,1127801,30852,DCA,VA,51
EA,1530,11278,1127801,30852,DCA,Washington, DC,VA,38,1295301,31703,LGA,NY,36
EA,1607,11996,1199601,31871,GSP,Greer, SC,SC,37,1039702,30397,ATL,GA,13
EA,1618,10397,1039702,30397,ATL,Atlanta, GA,GA,34,1106601,31066,CMH,OH,39
EA,1626,10397,1039702,30397,ATL,Atlanta, GA,GA,34,1468501,34685,SAV,GA,13
EA,1633,10994,1099401,30994,CHS,Charleston, SC,SC,37,1039702,30397,ATL,GA,13
EA,1642,14100,1410001,34100,PHL,Philadelphia, PA,PA,23,1072101,30721,BOS,MA,25
EA,1648,13360,1336001,33360,MLB,Melbourne, FL,FL,33,1039702,30397,ATL,GA,13
EA,1655,10529,1052902,30529,BDL,Hartford, CT,CT,11,1410001,34100,PHL,PA,42
EA,1661,11057,1105702,31057,CLT,Charlotte, NC,NC,36,1039702,30397,ATL,GA,13
EA,1668,11278,1127801,30852,DCA,Washington, DC,VA,38,1072101,30721,BOS,MA,25
EA,1679,11057,1105702,31057,CLT,Charlotte, NC,NC,36,1039702,30397,ATL,GA,13
EA,1687,10397,1039702,30397,ATL,Atlanta, GA,GA,34,1320401,31454,MCO,FL,12
EA,1916,11697,1169701,32467,FLL,Fort Lauderdale, FL,FL,33,1039702,30397,ATL,GA,13
HP,2,14107,1410701,30466,PHX,Phoenix, AZ,AZ,81,1393001,30977,ORD,IL,17
HP,8,14107,1410701,30466,PHX,Phoenix, AZ,AZ,81,1393001,30977,ORD,IL,17
HP,17,14107,1410701,30466,PHX,Phoenix, AZ,AZ,81,1289201,32575,LAX,CA,06
HP,20,14107,1410701,30466,PHX,Phoenix, AZ,AZ,81,1289201,32575,LAX,CA,06
HP,25,10140,1014001,30140,ABQ,Albuquerque, NM,NM,86,1410701,30466,PHX,AZ,04
HP,27,12889,1288901,32211,LAS,Las Vegas, NV,NV,85,1289201,32575,LAX,CA,06
HP,31,11540,1154001,30615,ELP,El Paso, TX,TX,74,1410701,30466,PHX,AZ,04
HP,34,15376,1537601,30436,TUS,Tucson, AZ,AZ,81,1410701,30466,PHX,AZ,04
HP,38,14107,1410701,30466,PHX,Phoenix, AZ,AZ,81,1289201,32575,LAX,CA,06
HP,43,14831,1483101,32457,SJC,San Jose, CA,CA,91,1288901,32211,LAS,NV,32
HP,47,10800,1080001,32575,BUR,Burbank, CA,CA,91,1288901,32211,LAS,NV,32
HP,68,12892,1289201,32575,LAX,Los Angeles, CA,CA,91,1288901,32211,LAS,NV,32
HP,84,14679,1467901,33570,SAN,San Diego, CA,CA,91,1288901,32211,LAS,NV,32
HP,114,11423,1142302,31423,DSM,Des Moines, IA,IA,61,1387101,33316,OMA,NE,31
HP,125,14107,1410701,30466,PHX,Phoenix, AZ,AZ,81,1288901,32211,LAS,NV,32
HP,155,14893,1489301,33192,SMF,Sacramento, CA,CA,91,1288901,32211,LAS,NV,32
HP,184,14747,1474702,30559,SEA,Seattle, WA,WA,93,1457001,34570,RNO,NV,32
HP,205,14057,1405701,34057,PDX,Portland, OR,OR,92,1288901,32211,LAS,NV,32
HP,208,13891,1389101,32575,ONT,Ontario, CA,CA,91,1410701,30466,PHX,AZ,04
HP,220,14679,1467901,33570,SAN,San Diego, CA,CA,91,1410701,30466,PHX,AZ,04
HP,232,14679,1467901,33570,SAN,San Diego, CA,CA,91,1410701,30466,PHX,AZ,04
HP,252,11413,1141301,30285,DRO,Durango, CO,CO,82,1192101,31921,GJT,CO,08
HP,256,11423,1142302,31423,DSM,Des Moines, IA,IA,61,1100301,31003,CID,IA,19
HP,293,12889,1288901,32211,LAS,Las Vegas, NV,NV,85,1247801,31703,JFK,NY,36
HP,322,12889,1288901,32211,LAS,Las Vegas, NV,NV,85,1014001,30140,ABQ,NM,35
HP,349,12889,1288901,32211,LAS,Las Vegas, NV,NV,85,1129201,30325,DEN,CO,08
HP,400,12278,1227801,30928,ICT,Wichita, KS,KS,62,1410701,30466,PHX,AZ,04
HP,412,14107,1410701,30466,PHX,Phoenix, AZ,AZ,81,1428801,34288,PUB,CO,08
HP,420,14107,1410701,30466,PHX,Phoenix, AZ,AZ,81,1154001,30615,ELP,TX,48
HP,429,14107,1410701,30466,PHX,Phoenix, AZ,AZ,81,1154001,30615,ELP,TX,48
HP,433,14107,1410701,30466,PHX,Phoenix, AZ,AZ,81,1537601,30436,TUS,AZ,04
HP,442,11003,1100301,31003,CID,Cedar Rapids/Iowa City, IA,IA,61,1142302,31423,DSM,IA,19
HP,446,14107,1410701,30466,PHX,Phoenix, AZ,AZ,81,1537601,30436,TUS,AZ,04
HP,460,14107,1410701,30466,PHX,Phoenix, AZ,AZ,81,1379601,32457,OAK,CA,06
HP,476,14107,1410701,30466,PHX,Phoenix, AZ,AZ,81,1080001,32575,BUR,CA,06
HP,480,14107,1410701,30466,PHX,Phoenix, AZ,AZ,81,1080001,32575,BUR,CA,06
HP,494,14107,1410701,30466,PHX,Phoenix, AZ,AZ,81,1129201,30325,DEN,CO,08
HP,497,12892,1289201,32575,LAX,Los Angeles, CA,CA,91,1288901,32211,LAS,NV,32
HP,505,13029,1302901,33029,LNK,Lincoln, NE,NE,65,1504801,35048,SUX,IA,19
HP,512,12892,1289201,32575,LAX,Los Angeles, CA,CA,91,1410701,30466,PHX,AZ,04
HP,521,12889,1288901,32211,LAS,Las Vegas, NV,NV,85,1457001,34570,RNO,NV,32
HP,525,14107,1410701,30466,PHX,Phoenix, AZ,AZ,81,1288901,32211,LAS,NV,32
HP,553,12278,1227801,30928,ICT,Wichita, KS,KS,62,1410701,30466,PHX,AZ,04
HP,571,15048,1504801,35048,SUX,Sioux City, IA,IA,61,1302901,33029,LNK,NE,31
HP,620,14107,1410701,30466,PHX,Phoenix, AZ,AZ,81,1389101,32575,ONT,CA,06
HP,626,14107,1410701,30466,PHX,Phoenix, AZ,AZ,81,1389101,32575,ONT,CA,06
HP,632,13871,1387101,33316,OMA,Omaha, NE,NE,65,1410701,30466,PHX,AZ,04
HP,635,12889,1288901,32211,LAS,Las Vegas, NV,NV,85,1389101,32575,ONT,CA,06
HP,652,14107,1410701,30466,PHX,Phoenix, AZ,AZ,81,1490802,32575,SNA,CA,06
HP,656,12478,1247801,31703,JFK,New York, NY,NY,22,1082102,30852,BWI,MD,24
HP,668,14107,1410701,30466,PHX,Phoenix, AZ,AZ,81,1490802,32575,SNA,CA,06
HP,701,12889,1288901,32211,LAS,Las Vegas, NV,NV,85,1393001,30977,ORD,IL,17
HP,752,14570,1457001,34570,RNO,Reno, NV,NV,85,1474702,30559,SEA,WA,53
HP,767,12889,1288901,32211,LAS,Las Vegas, NV,NV,85,1405701,34057,PDX,OR,41
HP,785,12889,1288901,32211,LAS,Las Vegas, NV,NV,85,1467901,33570,SAN,CA,06
HP,804,14107,1410701,30466,PHX,Phoenix, AZ,AZ,81,1486901,34614,SLC,UT,49
HP,808,14107,1410701,30466,PHX,Phoenix, AZ,AZ,81,1486901,34614,SLC,UT,49
HP,841,12889,1288901,32211,LAS,Las Vegas, NV,NV,85,1474702,30559,SEA,WA,53
HP,847,12889,1288901,32211,LAS,Las Vegas, NV,NV,85,1379601,32457,OAK,CA,06
HP,852,15376,1537601,30436,TUS,Tucson, AZ,AZ,81,1410701,30466,PHX,AZ,04
HP,858,13796,1379601,32457,OAK,Oakland, CA,CA,91,1410701,30466,PHX,AZ,04
HP,862,13796,1379601,32457,OAK,Oakland, CA,CA,91,1410701,30466,PHX,AZ,04
HP,868,14107,1410701,30466,PHX,Phoenix, AZ,AZ,81,1467901,33570,SAN,CA,06
HP,877,12889,1288901,32211,LAS,Las Vegas, NV,NV,85,1483101,32457,SJC,CA,06
HP,894,14057,1405701,34057,PDX,Portland, OR,OR,92,1410701,30466,PHX,AZ,04
HP,1062,14107,1410701,30466,PHX,Phoenix, AZ,AZ,81,1621801,33785,YUM,AZ,04
HP,1071,16218,1621801,33785,YUM,Yuma, AZ,AZ,81,1410701,30466,PHX,AZ,04
HP,1085,11869,1186901,30463,GCN,Grand Canyon, AZ,AZ,81,1169501,31695,FLG,AZ,04
HP,1090,11869,1186901,30463,GCN,Grand Canyon, AZ,AZ,81,1288901,32211,LAS,NV,32
HP,1093,11695,1169501,31695,FLG,Flagstaff, AZ,AZ,81,1410701,30466,PHX,AZ,04
HP,1223,13158,1315801,33158,MAF,Midland/Odessa, TX,TX,74,1410701,30466,PHX,AZ,04
HP,1247,10800,1080001,32575,BUR,Burbank, CA,CA,91,1410701,30466,PHX,AZ,04
HP,1263,13891,1389101,32575,ONT,Ontario, CA,CA,91,1410701,30466,PHX,AZ,04
HP,1269,14908,1490802,32575,SNA,Santa Ana, CA,CA,91,1410701,30466,PHX,AZ,04
HP,1281,14893,1489301,33192,SMF,Sacramento, CA,CA,91,1288901,32211,LAS,NV,32
HP,1288,14831,1483101,32457,SJC,San Jose, CA,CA,91,1410701,30466,PHX,AZ,04
NW,8,14747,1474702,30559,SEA,Seattle, WA,WA,93,1348701,31650,MSP,MN,27
NW,34,13244,1324401,33244,MEM,Memphis, TN,TN,54,1072101,30721,BOS,MA,25
NW,43,10721,1072101,30721,BOS,Boston, MA,MA,13,1247801,31703,JFK,NY,36
NW,81,11433,1143301,31295,DTW,Detroit, MI,MI,43,1477101,32457,SFO,CA,06
NW,85,13487,1348701,31650,MSP,Minneapolis, MN,MN,63,1289201,32575,LAX,CA,06
NW,94,10299,1029901,30299,ANC,Anchorage, AK,AK,1,1474702,30559,SEA,WA,53
NW,104,14107,1410701,30466,PHX,Phoenix, AZ,AZ,81,1348701,31650,MSP,MN,27
NW,114,13487,1348701,31650,MSP,Minneapolis, MN,MN,63,1198601,31986,GRR,MI,26
NW,124,13487,1348701,31650,MSP,Minneapolis, MN,MN,63,1393001,30977,ORD,IL,17
